start/end,11644190,
BreathDetected,11644783,161.8887015
BreathDetected,11645983,80
BreathDetected,11647383,68.57142857
BreathDetected,11648583,80
BreathDetected,11649784,79.93338884
BreathDetected,11651067,74.82462977
BreathDetected,11652463,68.76790831
BreathDetected,11653865,68.47360913
BreathDetected,11655263,68.6695279
BreathDetected,11656663,68.57142857
BreathDetected,11658164,63.95736176
BreathDetected,11659766,59.92509363
BreathDetected,11661364,60.07509387
BreathDetected,11662963,60.03752345
BreathDetected,11664563,60
BreathDetected,11666223,57.8313253
BreathDetected,11668023,53.33333333
BreathDetected,11669826,53.24459235
BreathDetected,11671623,53.42237062
BreathDetected,11673426,53.24459235
BreathDetected,11674803,69.7167756
BreathDetected,11675583,123.0769231
BreathDetected,11676383,120
BreathDetected,11677183,120
BreathDetected,11677984,119.8501873
BreathDetected,11678983,96.0960961
BreathDetected,11680183,80
BreathDetected,11681384,79.93338884
BreathDetected,11682583,80.06672227
BreathDetected,11683783,80
BreathDetected,11685063,75
BreathDetected,11686463,68.57142857
BreathDetected,11687864,68.52248394
BreathDetected,11689263,68.62044317
BreathDetected,11690665,68.47360913
BreathDetected,11692146,64.82106685
start/end,11692188,
,,36
,,68.64498554
